id,value_a,value_b,value_c,value_d,value_e,category,subcategory,region,segment,date,flag,metric,score,rank,text,level1,level2,level3,value_ratio,value_sum,value_prod
11,93.04873460781306,59.219363780076165,22.533286492875714,0.2194990700788635,5.718228438876159,C,X1,South,Consumer,2022-11-11,True,3.401797669342237,48.01,49,Another example,Group3,Subgroup2,Item1,1.5712552224196386,174.8013848807649,0.2042411071842993
12,93.01405369644614,58.51409936762654,10.247296736037027,0.07026912760721879,3.4942241712590825,B,X1,West,Enterprise,2022-12-12,False,8.568198897844816,44.16,72,Machine learning,Group2,Subgroup4,Item3,1.5896007065248792,161.7754498001097,0.06536016408460274
13,103.62943407349051,36.84202591781859,5.850088323207554,3.347290362148052,5.511657718224116,B,Z2,Central,Education,2022-01-13,False,5.298551281924212,68.36,63,This is sample text,Group3,Subgroup4,Item4,2.8128049826752415,146.32154831451666,3.4687780590905173
14,71.30079633013304,45.340490219279495,16.624705365558388,2.6316624745541937,13.6329194675217,C,Z2,South,Education,2022-02-14,False,21.60458554735929,20.16,49,Machine learning,Group2,Subgroup1,Item2,1.5725634192595213,133.26599191497093,1.876396301078425
15,74.12623251230451,58.22988592003321,19.99381670446768,1.6105227424530963,8.849830125897949,A,Y1,South,Consumer,2022-03-15,True,11.921096392440845,72.26,43,Data analysis,Group1,Subgroup4,Item5,1.2729929200634476,152.3499351368054,1.1938198327343255
16,91.5656870613854,50.415418405638945,5.981000692737762,23.049175424355365,13.778395587418906,C,X2,South,Education,2022-04-16,False,19.13992640736592,71.78,93,Data analysis,Group3,Subgroup1,Item3,1.8162238846190715,147.9621061597621,21.105135839294984
17,84.80753319498365,39.26307153802536,7.632882145242551,2.5374575709124807,11.692420555793477,B,Y2,Central,Government,2022-05-17,True,7.316611903714653,62.24,17,Another example,Group1,Subgroup1,Item1,2.1599821377410464,131.70348687825157,2.151955171760228
18,104.71370998892911,54.58317939125442,15.451817666643556,7.775859060456693,6.547164795130595,D,X1,West,Government,2022-06-18,False,15.195824934614627,35.81,72,Testing FireDucks,Group2,Subgroup2,Item5,1.918424524858419,174.7487070468271,8.14239050571449
19,86.37963886718184,42.851927410085295,12.8464782856916,1.1820659829116593,4.527147837201419,C,X2,South,Government,2022-07-19,True,9.560135113720762,5.87,43,Machine learning,Group1,Subgroup2,Item3,2.0157702135669213,142.07804456295872,1.0210643272108948
20,78.81544447997062,67.94524848392211,8.732542878377894,1.4187238929389736,9.151640997975028,B,Y2,North,Education,2022-08-20,False,13.622937893421929,23.67,55,Machine learning,Group3,Subgroup4,Item2,1.1599846381991041,155.49323584227062,1.1181735421633945
21,121.98473153382331,65.44841462418259,15.64136546393646,4.201180219546377,16.57297717316264,C,Y1,Central,Enterprise,2022-09-21,True,11.539278904074202,93.02,62,Testing FireDucks,Group2,Subgroup2,Item5,1.8638301971756406,203.07451162194238,5.124798412065737
22,96.61335549270197,56.040974263555675,4.180450579063717,0.02018202517742247,13.523805563574637,D,X2,West,Enterprise,2022-10-22,True,3.5740477422571337,87.92,22,Performance comparison,Group3,Subgroup3,Item1,1.7239770857361978,156.83478033532137,0.019498531730289786
23,101.01292307031886,63.61006704769774,1.8942448597844228,0.08789536187401509,12.013436858479043,D,Z1,North,Government,2022-11-23,False,1.3400686282447292,19.72,17,Machine learning,Group1,Subgroup1,Item2,1.588002147436423,166.51723497780105,0.08878567427217723
24,78.62877720679815,50.64791350123381,5.383763588706512,0.7670306587321661,12.01940672766505,D,Z2,South,Enterprise,2022-12-24,True,16.42110998781803,32.13,68,This is sample text,Group2,Subgroup2,Item4,1.552458369383424,134.66045429673846,0.6031068277623511
25,91.83425913212226,57.654374943750156,6.600396378035788,1.2623536035603886,8.661718944359102,B,Z2,North,Education,2022-01-25,True,0.8049036962780189,0.99,20,Machine learning,Group1,Subgroup3,Item2,1.592841119545903,156.0890304539082,1.1592730794573307
26,101.66383884564799,64.77720295302075,6.226223318314361,3.7522876087577552,4.309977968580968,B,Y2,East,Enterprise,2022-02-26,True,9.292936309027548,31.05,29,Another example,Group1,Subgroup3,Item4,1.5694385402744084,172.6672651169831,3.814719627592703
27,82.73509633866546,52.45498681794313,2.9398819132965888,5.795466157666311,5.798574389506809,C,Z1,West,Education,2022-03-27,True,44.90061688678094,80.06,46,Performance comparison,Group2,Subgroup2,Item1,1.5772589291808667,138.12996506990518,4.794884508819976
28,105.63547027518509,47.44812828485716,7.856620898047125,1.8689504805797714,9.287066601730448,B,Z2,West,Enterprise,2022-04-28,True,2.0174644927016976,57.12,14,Data analysis,Group1,Subgroup2,Item3,2.226335876538635,160.94021945808936,1.9742746293707734
29,90.99041965121792,32.953780418228845,12.036533674088046,1.3660756983099496,6.166961958985241,D,Z1,East,Education,2022-05-01,True,13.605728474963367,86.89,31,Data analysis,Group3,Subgroup1,Item2,2.7611526961830846,135.9807337435348,1.2429980106455287
30,95.62459375310085,49.16866474278506,13.652574470550844,8.65269663424563,12.333997099217914,D,Z2,North,Education,2022-06-02,True,30.609787451727804,96.15,31,Another example,Group2,Subgroup1,Item1,1.9448279560435422,158.44583296643674,8.274106005185615
31,90.97440081655904,58.234231845623114,13.173320766915754,0.8883239898120034,6.834870223123338,B,Y2,West,Enterprise,2022-07-03,True,6.841521874651175,22.12,3,Testing FireDucks,Group3,Subgroup2,Item2,1.5622151771097275,162.3819534290979,0.8081474270412211
32,127.78417276763406,59.4563342756763,14.990127157984837,5.671091970871789,3.4773768148678714,D,Z1,South,Education,2022-08-04,True,8.50991877309843,55.47,95,Data analysis,Group2,Subgroup3,Item3,2.1492104133959504,202.23063420129517,7.24675796187023
33,99.79754162893099,55.043650657184095,11.41771593448754,13.392251883161233,12.352167304729853,D,Y2,East,Enterprise,2022-09-05,False,4.5833365734447495,75.52,22,Performance comparison,Group2,Subgroup3,Item5,1.8130618234331406,166.25890822060262,13.365138148149127
34,84.1343360656615,44.5870090503776,7.227060663235017,1.3212010313104439,10.944219592939975,B,Z1,West,Education,2022-10-06,False,5.829744018959667,62.17,53,Data analysis,Group1,Subgroup4,Item2,1.8869697218443267,135.94840577927414,1.1115837157857145
35,112.33817368154783,30.231784310524095,3.6759177364159203,0.4549073214706696,5.402777931301293,D,Y1,West,Enterprise,2022-11-07,False,9.945297000528317,26.03,54,Testing FireDucks,Group3,Subgroup2,Item3,3.715896241110763,146.24587572848785,0.5110345768837979
36,81.68734525043467,45.04784901995265,3.627813217773688,19.500198962890142,19.92335184233086,D,Y1,Central,Enterprise,2022-12-08,True,20.514717620368938,97.72,27,Machine learning,Group3,Subgroup4,Item3,1.8133461869456544,130.363007488161,15.929194851337751
37,103.13295392507133,46.956551289460485,9.936637460177472,1.5788565085901471,7.184397511041616,D,X2,North,Enterprise,2022-01-09,True,30.435053883612767,67.44,32,Another example,Group2,Subgroup2,Item5,2.1963485625108032,160.0261426747093,1.6283213555472664
38,70.60494814180336,46.87071032809986,6.024477463809979,1.6124940695157304,10.681174678455026,C,Z1,East,Enterprise,2022-02-10,False,7.835679590745243,1.02,88,Performance comparison,Group1,Subgroup4,Item2,1.5063767467478382,123.5001359337132,1.138500601571236
39,80.07720926652354,56.18556356977925,9.70676348706587,3.306036574931796,15.533643272428678,A,Y1,West,Consumer,2022-03-11,False,15.244497618959471,51.62,31,Testing FireDucks,Group1,Subgroup1,Item2,1.4252274815588926,145.96953632336866,2.6473818265359417
40,102.95291853803685,69.85676411014839,5.1148255157225,1.31369645770672,4.118236784264378,D,Y1,East,Government,2022-04-12,False,13.336094365878036,16.59,96,Another example,Group3,Subgroup1,Item3,1.473771650454683,177.92450816390772,1.3524888439398755
41,111.07699869993115,51.23529201841093,16.321906849489128,24.71887227237282,14.53322000724705,A,Y1,South,Enterprise,2022-05-13,True,2.837186407968429,72.31,39,Data analysis,Group3,Subgroup3,Item2,2.167978249446039,178.6341975678312,27.456981432621202
42,102.57052421784955,47.832682108435385,7.992424191660526,0.21958120607622672,11.032232281441392,D,X1,Central,Consumer,2022-06-14,False,6.196407677654091,6.51,62,Machine learning,Group2,Subgroup1,Item5,2.1443607110578697,158.39563051794545,0.22522559415626225
43,98.2652757641764,47.407781869959074,8.295646875711423,3.002594596087647,4.2824930136737045,C,Z1,North,Education,2022-07-15,False,11.504731598663557,34.07,57,Data analysis,Group1,Subgroup2,Item2,2.072766788239975,153.96870450984687,2.950507859925785
44,95.48344456616067,51.24384766907714,8.652040510890961,3.9742025325142984,10.450692002914668,D,X2,North,Consumer,2022-08-16,True,1.3799029215229934,31.35,67,Machine learning,Group2,Subgroup4,Item2,1.8633152838712326,155.3793327461288,3.794705472080244
45,77.82217014448858,41.71706239651601,1.581960222730504,3.145708300465451,14.408512184944673,C,Y1,South,Consumer,2022-09-17,True,21.53911784589985,89.15,62,Machine learning,Group3,Subgroup1,Item4,1.8654757951266452,121.1211927637351,2.4480584658375237
46,89.20233687407936,51.20198558746055,15.493337460707178,3.675296479218174,12.66699266005469,A,Y2,West,Consumer,2022-10-18,False,5.150728062809295,87.36,91,Machine learning,Group3,Subgroup2,Item3,1.7421655791396724,155.8976599222471,3.2784503465133734
47,93.09041843560318,54.508123363318,5.441750314969353,21.941891506162726,11.956791422635254,C,X1,Central,Consumer,2022-11-19,True,6.04213507497983,82.33,33,Machine learning,Group2,Subgroup2,Item3,1.707826516336273,153.04029211389053,20.425798615772955
48,115.85683339328374,52.09686063574488,8.753434047031051,10.47385556203394,4.194583487710596,B,Z1,North,Government,2022-12-20,True,20.382452059223446,74.63,60,Performance comparison,Group2,Subgroup3,Item4,2.223873607343465,176.70712807605966,12.134677388358844
49,105.15427434352692,54.575419340047816,9.571398608000727,1.8440534202222496,4.598824144610295,C,Z2,East,Consumer,2022-01-21,False,1.8905911447223522,95.45,30,Data analysis,Group1,Subgroup3,Item2,1.9267698831287585,169.30109229157546,1.9391009925416958
50,73.554397669559,54.33747609348535,6.310570204136428,4.008977132098434,8.9075584974098,A,X2,South,Government,2022-02-22,False,0.36176101183824644,19.12,13,Machine learning,Group3,Subgroup2,Item2,1.3536587077215685,134.20244396718078,2.9487789822253636
51,104.86125954092192,32.28103317753556,12.170515560793973,0.001555304516138333,9.315837519223628,B,Y1,North,Education,2022-03-23,True,3.3692009318421285,81.99,20,Machine learning,Group1,Subgroup1,Item5,3.2483861022730554,149.31280827925147,0.0016309119053194974
52,94.22376579375525,56.368701583954035,14.70623812882187,2.6345125131293807,16.957926970672045,A,Y2,West,Education,2022-04-24,True,1.6278925119559604,67.34,72,Testing FireDucks,Group2,Subgroup3,Item1,1.6715617558339693,165.29870550653115,2.482336900178203
53,89.84616999541062,43.28985154337546,3.6449006891382907,0.8948811304601154,7.952316107177166,A,X1,Central,Consumer,2022-05-25,False,42.39635880304838,70.14,8,Machine learning,Group1,Subgroup2,Item1,2.075455719809683,136.78092222792438,0.8040164217300476
54,109.17514433261302,39.04160836996042,12.747101178126348,6.21288544433,6.00213714690641,B,Y2,North,Education,2022-06-26,True,8.351003880490767,42.69,99,Another example,Group3,Subgroup1,Item3,2.796379270496834,160.9638538806998,6.782926651067183
55,115.46499283743927,38.95548172145004,3.275227860574432,1.2492961513354852,4.600822733609636,D,Y2,West,Government,2022-07-27,False,8.313164363768436,65.22,76,This is sample text,Group2,Subgroup3,Item4,2.964024258846755,157.69570241946374,1.4424997116579223
56,113.96920178674299,54.33541610472529,6.318199884548919,6.909433356593286,2.35994577729337,D,X1,West,Government,2022-08-28,False,15.804199129362493,23.74,21,This is sample text,Group1,Subgroup3,Item5,2.0975122665312878,174.6228177760172,7.874626044496332
57,87.41173715166042,47.77425072775147,7.166707778622309,1.8782683441049353,2.666907767684386,A,Y2,South,Consumer,2022-09-01,False,2.991015016117321,53.02,13,Machine learning,Group1,Subgroup1,Item2,1.8296830577163614,142.3526956580342,1.6418269879518508
58,95.36181436223178,33.18031216014589,7.266373237970671,13.006884675908774,9.23963124514303,A,Y1,West,Enterprise,2022-10-02,False,7.395640647148822,97.07,30,Another example,Group3,Subgroup3,Item4,2.8740481374004196,135.80849976034833,12.403601218949698
59,104.96895147105346,54.78037815192283,15.852301048545744,2.9476904039917793,4.403438541770835,A,X1,South,Government,2022-11-03,True,1.5332232694425234,68.47,94,Another example,Group1,Subgroup3,Item5,1.9161779274312836,175.60163067152203,3.0941597096830304
60,114.63317690683539,35.603918692011725,7.4976871464697235,9.14785872729626,13.81288946239521,A,Z1,East,Education,2022-12-04,True,0.9815649101202978,67.55,49,Performance comparison,Group2,Subgroup2,Item2,3.2196786510625044,157.73478274531683,10.486481078048904
61,92.81238643232065,51.398213585182106,7.493219546110253,4.94653884517165,9.526326439317042,C,X1,South,Enterprise,2022-01-05,False,5.7928634192590795,23.53,58,This is sample text,Group3,Subgroup2,Item2,1.8057512111486707,151.70381956361302,4.5910007480055635
62,97.21511535004274,52.38498925673054,4.766274286519498,18.94863194625529,14.1479346238338,D,Z2,North,Enterprise,2022-02-06,True,24.40640085492225,84.08,46,Testing FireDucks,Group1,Subgroup2,Item1,1.8557819086992047,154.36637889329276,18.420934403807127
63,83.40497538990958,58.85577081695045,10.67938563055173,6.788004922801065,7.467769929728936,A,X2,South,Consumer,2022-03-07,True,5.817271172643933,92.34,2,Testing FireDucks,Group3,Subgroup4,Item2,1.4171078593008415,152.94013183741177,5.661533835328079
64,82.05690063878994,67.81684786466852,8.442523102717546,6.504315401500245,9.51729247602954,D,Z2,Central,Education,2022-04-08,True,6.009886510019692,10.83,19,Data analysis,Group1,Subgroup4,Item3,1.2099780986951512,158.316271606176,5.337239626242567
65,112.18788733591298,36.35323674099458,11.59804136094536,1.5385122979349335,8.633322492188924,C,Z2,East,Enterprise,2022-05-09,True,20.032286901573993,45.24,27,This is sample text,Group2,Subgroup1,Item5,3.086049479863829,160.1391654378529,1.726024443456409
66,120.34360042856234,49.475261439369504,4.720971095308635,3.5145711258779677,20.780386484298113,D,Y1,South,Government,2022-06-10,False,3.3693002525876596,66.58,7,Performance comparison,Group3,Subgroup1,Item3,2.4323994846604284,174.53983296324049,4.229561432504206
67,98.91984817629499,47.236647049557824,19.06267546239596,1.7132522333874394,12.62403448937619,A,Z1,East,Consumer,2022-07-11,False,6.730953363162731,88.35,50,This is sample text,Group1,Subgroup4,Item4,2.0941335669425114,165.21917068824877,1.694746508143838
68,115.05299346838036,54.33749685960962,13.151376461479042,0.09740992233179195,9.512394847777491,A,Z2,South,Enterprise,2022-08-12,False,1.796148554219643,53.69,91,This is sample text,Group3,Subgroup2,Item4,2.11737750389275,182.54186678946903,0.11207303157795097
69,105.42454037571451,52.15668770933618,35.15654268701942,6.19947392072587,9.658637374383533,C,Y1,West,Enterprise,2022-09-13,True,18.719480201966142,42.01,53,Data analysis,Group3,Subgroup3,Item2,2.021304362026104,192.73777077207012,6.5357668866375365
70,90.32320368092314,46.4745375726338,9.51417420879289,1.3448675354443418,5.348697327256785,D,Y1,West,Consumer,2022-10-14,False,0.3790288216600475,3.92,74,Performance comparison,Group2,Subgroup2,Item5,1.94349870700186,146.31191546234984,1.2147274432780042
71,105.4209340826262,45.590978113891445,14.331955870936937,2.5318779521957326,11.519954853754221,B,X1,North,Education,2022-11-15,False,5.329217080094678,55.14,41,Machine learning,Group3,Subgroup2,Item2,2.3123200783118256,165.3438680674546,2.6691293870368096
72,123.07054849698955,38.83549144815952,19.28905569953252,1.6748383554560409,20.161245895256343,D,Z2,West,Consumer,2022-12-16,True,3.2376632148761235,32.93,12,Performance comparison,Group3,Subgroup4,Item3,3.1690225592039485,181.1950956446816,2.061232750497709
73,99.46260941335073,59.87861582406509,10.78416604167368,1.1134423772825,3.7230177154855832,B,Z1,Central,Consumer,2022-01-17,True,2.9741710937033354,99.31,17,This is sample text,Group1,Subgroup2,Item1,1.6610706183588317,170.12539127908948,1.10745884275922
74,123.4696548372101,54.592041815995294,8.56602379512827,0.3473898977200247,10.07011547775961,B,X1,West,Enterprise,2022-02-18,True,2.7995863917507506,59.81,72,Machine learning,Group2,Subgroup3,Item3,2.261678639047237,186.62772044833366,0.42892110765425173
75,60.703823438653835,59.17768197795137,7.41617117120023,2.061617179609402,8.541457570735094,A,X2,Central,Education,2022-03-19,True,4.61284753890493,21.46,56,Data analysis,Group1,Subgroup2,Item5,1.0257891389066418,127.29767658780544,1.2514804526910464
76,112.32853756562835,46.896038635244864,8.077886126933379,0.4264003293493731,13.783559169149308,B,X2,South,Education,2022-04-20,True,23.176293765614933,99.26,77,This is sample text,Group2,Subgroup1,Item3,2.3952670808576033,167.3024623278066,0.4789692541331736
77,101.30570602357257,43.4316453130557,10.106880769408246,3.88611406881699,0.06846231812428802,A,X2,South,Consumer,2022-05-21,False,12.336288133832484,59.1,21,Another example,Group3,Subgroup4,Item2,2.3325320810059145,154.8442321060365,3.9368552942964343
78,95.51488974301199,39.21684933370772,8.381229740638307,0.09909606635213464,3.8322277128019646,D,X1,Central,Education,2022-06-22,False,22.02117129436807,76.93,73,Performance comparison,Group1,Subgroup2,Item1,2.4355574546605636,143.11296881735802,0.0946514985159034
79,101.37641164803253,53.58917583740659,12.629249441239029,14.068710495210377,1.943642269516236,D,X1,North,Consumer,2022-07-23,False,2.187092043203821,96.9,14,Testing FireDucks,Group2,Subgroup1,Item5,1.8917329864451702,167.59483692667817,14.262353865194427
80,70.18646628098661,39.60206775471765,17.023804818000336,16.977322150292288,4.21724417735256,D,X2,West,Consumer,2022-08-24,True,18.91308518571052,75.05,22,This is sample text,Group1,Subgroup1,Item3,1.772292970046382,126.8123388537046,11.915782486429366
81,96.70492168243732,68.4866306896655,5.180792561269983,1.8167274870141834,11.094067254473096,A,X1,Central,Government,2022-09-25,False,5.618694351669666,94.34,9,This is sample text,Group2,Subgroup2,Item5,1.4120262700706914,170.3723449333728,1.7568648935003777
82,105.35668857267619,36.9235741890656,5.167194754661422,1.5068407774936747,3.8786711388178126,B,Y2,West,Government,2022-10-26,True,39.6679098494046,36.2,6,Performance comparison,Group1,Subgroup4,Item1,2.8533718873801797,147.4474575164032,1.5875575452301036
83,122.16841067112274,52.73660119212502,7.5398202841909905,0.551336000524486,9.867812647408943,C,Y2,East,Consumer,2022-11-27,True,9.005468056695351,5.15,29,Testing FireDucks,Group3,Subgroup1,Item2,2.3165772520312844,182.44483214743875,0.6735584292984974
84,92.22594672589528,65.66854707213787,3.6625936731437587,11.765126734550424,14.235565823494474,C,Y2,North,Government,2022-12-28,False,6.682021293497571,96.4,44,Machine learning,Group3,Subgroup1,Item4,1.4044158251983818,161.5570874711769,10.850499514440537
85,87.87259595660218,55.99089759263809,18.450462178261063,4.419891307972819,1.8771563149306905,C,Y1,South,Enterprise,2022-01-01,True,25.93092305356041,54.77,16,Machine learning,Group2,Subgroup3,Item1,1.569408595588509,162.31395572750134,3.8838732307759343
86,92.47364434623195,51.75673712491779,15.018258601704835,4.70964453275067,1.6477775933226213,D,Z1,Central,Consumer,2022-02-02,True,4.8017256766299985,77.13,98,Another example,Group1,Subgroup4,Item2,1.786697722521449,159.24864007285458,4.355179935187612
87,113.73103176553111,40.31516353038104,8.521844821695257,11.309925820538599,21.424545663819647,D,Z2,East,Enterprise,2022-03-03,False,13.812866092259487,55.14,44,Another example,Group1,Subgroup1,Item1,2.821048503990929,162.5680401176074,12.862895327614758
88,104.93126664489526,36.182308114322964,8.888469557681505,12.08363099709819,10.576554783105145,D,Z1,Central,Consumer,2022-04-04,True,6.412601183277219,76.1,29,Testing FireDucks,Group1,Subgroup1,Item4,2.9000711152353946,150.00204431689974,12.679507061950316
89,92.05359694349441,57.70050108917586,10.910159675936638,8.811246147930532,3.8939904216476946,C,Z1,Central,Enterprise,2022-05-05,False,13.228006674259898,5.96,21,Another example,Group3,Subgroup3,Item4,1.5953691078215422,160.6642577086069,8.11106901471515
90,107.69901149670034,65.06147240774946,6.364239021655931,7.423761794737359,6.052114667922898,D,X2,Central,Government,2022-06-06,True,3.225295124944332,6.68,66,Machine learning,Group2,Subgroup2,Item5,1.6553423633227262,179.12472292610573,7.9953180688018355
91,101.4561632402206,45.61150009521828,7.938551653755787,10.487670030531831,20.494020319209966,B,Y2,Central,Consumer,2022-07-07,True,5.220294587751017,91.98,72,Another example,Group2,Subgroup2,Item2,2.224354889192887,155.00621498919466,10.640387626272068
92,114.52967485799334,38.60938492383649,6.582588598268621,10.436183493002844,5.076971962410054,B,Z2,South,Consumer,2022-08-08,False,4.236262681728205,43.58,36,Data analysis,Group3,Subgroup4,Item1,2.9663688008478357,159.72164838009843,11.95252702211973
93,89.46920359183972,25.418305694509815,9.58810091618328,2.2994337397056026,11.822288371054647,D,Y2,South,Government,2022-09-09,False,20.312242937990142,30.09,3,Performance comparison,Group2,Subgroup3,Item4,3.5198728297285555,124.4756102025328,2.0572850540366594
94,95.08506780103347,40.19235156337462,9.707358541486544,18.132570208397677,5.253507601615933,B,X1,South,Enterprise,2022-10-10,True,26.389175127074445,91.48,57,Another example,Group1,Subgroup2,Item2,2.365750300803001,144.98477790589465,17.24136667672493
95,94.11837770301764,48.8634315750096,8.77272148082865,6.174432279060155,7.129340294575406,B,Y1,North,Consumer,2022-11-11,True,13.299944087956167,99.88,49,Testing FireDucks,Group1,Subgroup1,Item4,1.9261516162355028,151.75453075885588,5.811275493422877
96,78.04727577801822,65.99123240836734,14.381268227304679,2.311839749030181,14.581322263876968,C,Y1,South,Government,2022-12-12,True,17.236615047289725,61.42,41,Data analysis,Group3,Subgroup1,Item5,1.1826915929535244,158.41977641369024,1.8043279444714295
97,104.44180415596864,56.73133692232969,8.827914385025561,2.917425305878111,1.698562985492582,D,Y2,West,Government,2022-01-13,True,4.3678557468431665,56.0,92,This is sample text,Group2,Subgroup1,Item3,1.8409896509042063,170.0010554633239,3.0470116243618857
98,103.91582908269834,53.05085404706753,9.08147424785993,5.8098544634122975,6.058586243644516,A,X1,South,Education,2022-02-14,True,1.6328966081421357,91.75,50,Performance comparison,Group1,Subgroup3,Item2,1.9587965349342467,166.04815737762578,6.0373584341530435
99,100.07670184963692,45.99880338698869,4.325931614274795,2.240028123731066,8.172240539100994,B,Y2,Central,Government,2022-03-15,True,11.602244512382782,17.84,14,Data analysis,Group2,Subgroup4,Item4,2.1756370705492047,150.4014368509004,2.2417462667343546
100,96.4811929993728,44.16834282744044,12.455229352465667,8.759551845256775,9.910345225706806,B,X2,Central,Government,2022-04-16,True,10.141931415893131,63.29,23,Another example,Group1,Subgroup3,Item1,2.1843969418619884,153.1047651792789,8.45132012170231
101,78.76943886924379,64.05647597507964,10.019027484039276,0.8012171385045969,1.6925756008937212,D,X2,West,Enterprise,2022-05-17,False,3.0620702504361463,80.63,66,Another example,Group2,Subgroup4,Item5,1.2296873605705072,152.8449423283627,0.6311142441242827
102,93.69032015851961,52.0073854075839,13.056030683846858,11.907832999878485,7.271661574031583,C,Z1,East,Consumer,2022-06-18,True,24.34758647988509,73.95,40,Machine learning,Group2,Subgroup4,Item5,1.8014810670497072,158.75373624995038,11.156486861528004
103,94.85928225209845,28.97399308078978,6.090457616651932,1.7919357005275969,6.496401797801617,C,Z2,Central,Consumer,2022-07-19,False,4.424662507424177,74.84,21,Testing FireDucks,Group1,Subgroup1,Item1,3.2739457757029586,129.92373294954018,1.6998173439395907
104,87.96584096167572,43.264603521027574,5.350900921117901,0.8285777270155505,1.6502759289855278,B,Z2,Central,Government,2022-08-20,True,16.885937220293307,80.5,93,Machine learning,Group2,Subgroup1,Item3,2.0332057571941538,136.5813454038212,0.7288653655903669
105,97.58071432500986,41.417839682283734,8.326646330485843,9.760496160505657,6.626275114759762,A,Z2,South,Government,2022-09-21,True,1.3821625136131788,21.24,97,This is sample text,Group1,Subgroup3,Item5,2.356006857758675,147.32520033777945,9.524361875086582
106,106.06076285221808,44.537359908225355,3.346439972605113,1.3686541521551554,16.38192316146216,D,Z1,South,Education,2022-10-22,False,3.3790176979297253,55.54,43,Machine learning,Group2,Subgroup3,Item5,2.3813886380056917,153.94456273304854,1.4516050345843152
107,128.29278851815795,55.629106602850854,18.923042519552446,9.27016640137991,5.666315051473108,D,Y2,Central,Government,2022-11-23,True,9.53005815441664,10.98,46,Testing FireDucks,Group1,Subgroup2,Item2,2.3062169492325313,202.84493764056123,11.892954976603662
108,102.61866719247759,48.925551182057504,8.19868108583483,1.7567628322491684,9.385641097220876,B,Z1,West,Consumer,2022-12-24,True,2.7698333095504077,9.08,48,Another example,Group2,Subgroup4,Item1,2.0974452962343118,159.74289946036993,1.8027666041869173
109,103.86325586084146,49.23134592996338,2.425668686906435,13.580232002375329,5.949438793152748,C,Y2,Central,Consumer,2022-01-25,False,31.349439799156976,81.78,89,This is sample text,Group2,Subgroup1,Item5,2.109697671247858,155.5202704777113,14.10487111112296
110,98.8833112635075,63.13473161325237,7.292522852063925,1.2363977242057427,3.3584949443351633,C,Y1,South,Education,2022-02-26,True,8.019880221928627,81.19,69,Machine learning,Group1,Subgroup1,Item1,1.5662268411821565,169.3105657288238,1.2225910100812876
111,71.21843177051437,43.03538910213312,8.603671614393786,0.36097204976049835,5.848939391346754,C,X2,South,Consumer,2022-03-27,False,13.14733667669479,18.24,30,Another example,Group2,Subgroup1,Item3,1.6548806286262745,122.85749248704127,0.2570786329693077
